City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,General Description
514,Seoul,KR,37.5683,126.9778,92.59,44,0,8.05,clear sky
515,San Francisco,US,37.7749,-122.4194,68.99,90,20,5.01,smoke
516,Isla Mujeres,MX,21.2311,-86.731,82.45,81,2,9.46,clear sky
517,Bardiyah,LY,31.7561,25.0865,85.66,50,0,19.71,clear sky
518,Tezu,IN,27.9167,96.1667,86.59,90,98,2.46,overcast clouds
519,Bella Vista,US,36.4295,-94.2316,72.81,87,1,4.61,clear sky
520,Esplanada,BR,-11.7961,-37.945,62.8,96,12,4.27,few clouds
521,Verkhnevilyuysk,RU,63.4453,120.3167,72.34,47,100,15.08,overcast clouds
522,Tahta,EG,26.7693,31.5021,97.12,11,0,3.13,clear sky
523,Indian Head,US,38.6001,-77.1622,72.84,86,1,0.0,clear sky
524,Kyren,RU,51.6828,102.1408,70.45,56,51,3.96,broken clouds
525,Miandrivazo,MG,-19.5167,45.4667,82.98,27,0,1.3,clear sky
526,Ugoofaaru,MV,5.6667,73.0,82.74,78,100,19.62,overcast clouds
527,Lata,PT,40.1629,-8.3327,64.04,74,58,7.07,broken clouds
528,San Vicente,AR,-26.6167,-54.1333,63.95,55,86,5.55,overcast clouds
529,Abu Samrah,SY,35.3029,37.1841,95.11,19,0,12.21,clear sky
530,Biak,ID,-0.9131,122.8766,76.06,88,100,5.41,heavy intensity rain
531,Amapa,BR,1.0,-52.0,71.69,95,74,1.12,broken clouds
532,Kamenka,RU,51.3223,42.7678,84.38,26,91,12.08,overcast clouds
533,Petrozavodsk,RU,61.7849,34.3469,65.66,59,0,13.42,clear sky
534,Ansbach,DE,49.3,10.5833,65.55,77,1,4.61,clear sky
535,Fort Nelson,CA,58.8053,-122.7002,56.79,94,90,12.66,moderate rain
536,Bonthe,SL,7.5264,-12.505,76.95,73,100,2.06,overcast clouds
537,Da Nang,VN,16.0678,108.2208,104.05,44,20,13.8,few clouds
538,Enid,US,36.3956,-97.8784,78.31,75,1,7.0,clear sky
539,Vidalia,US,32.2177,-82.4135,75.15,94,90,0.0,light rain
540,Kalangala,UG,-0.3089,32.225,73.33,64,83,4.88,broken clouds
541,Bushehr,IR,28.9684,50.8385,102.22,56,1,6.91,clear sky
542,Challans,FR,46.8436,-1.8749,64.6,76,15,21.27,few clouds
543,Malindi,KE,-3.2175,40.1191,82.56,65,75,17.27,light rain
544,Auch,FR,43.65,0.5833,66.22,82,86,7.74,light rain
545,Xingtai,CN,37.0631,114.4942,90.0,57,9,4.81,light rain
546,Liverpool,GB,53.4106,-2.9779,59.68,81,40,5.01,scattered clouds
